Property_ID,Property Type,Bedrooms,Bathrooms,Area,Price,Description,Location,District,City
Q585712918,شقة,4.0,3.0,88.0,797000.0,شقة بفيلا للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
D291346134,دور,4.0,4.0,212.0,900000.0,دور للبيع في القادسيه، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
S938304256,دور,4.0,4.0,199.0,900000.0,للبيع دور أول في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
O873792046,دور,3.0,5.0,202.0,660000.0,منزل جميل,طيبة، جنوب الرياض، الرياض,حي طيبة,الرياض
M925612559,دور,3.0,5.0,202.0,660000.0,منزا جميل جدا,طيبة، جنوب الرياض، الرياض,حي طيبة,الرياض
B968186191,دور,3.0,5.0,202.0,660000.0,منزل جميل ومريح جدا,طيبة، جنوب الرياض، الرياض,حي طيبة,الرياض
V753324851,دور,3.0,5.0,202.0,660000.0,منزل جميل وجديد,طيبة، جنوب الرياض، الرياض,حي طيبة,الرياض
Y892714520,شقة,3.0,4.0,159.0,905000.0,شقة فاخرة للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
Q898506068,دور,4.0,4.0,305.0,1400000.0,دور أرضي مودرن للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
R218304194,دور,3.0,3.0,196.0,950000.0,"دور للبيع في حي الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
M108631986,دور,4.0,3.0,180.0,850000.0,دور للبيع في حي الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
F991229967,دور,4.0,3.0,176.0,740000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
B393659446,فیلا,8.0,7.0,260.0,2600000.0,فيلا - الرياض - حي المونسية,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
W219796645,فیلا,8.0,6.0,285.0,1850000.0,فيلا - الرياض - حي القادسية,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
N137470374,دور,5.0,5.0,250.0,920000.0,دور للبيع في ديراب، غرب الرياض,ديراب، غرب الرياض، الرياض,حي ديراب,الرياض
P235529688,عمارة سكنية,0.0,0.0,500.0,550000.0,مبنى سكني للبيع في الزهرة، الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
K325534928,عمارة سكنية,0.0,0.0,500.0,600000.0,عمارة للبيع في الزهرة، الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
Q999556137,فیلا,3.0,3.0,200.0,1950000.0,فيلا للبيع في حي سدرة بالرياض,حي السدره، شمال الرياض، الرياض,حي حي السدره,الرياض
H213544844,فیلا,10.0,9.0,432.0,3300000.0,فيلا للبيع في  المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
H923672707,فیلا,10.0,8.0,450.0,3200000.0,للبيع فيلا مودرن بالمهديه المربع الذهبي مع شقه بمدخل خاص,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
W661355081,دور,3.0,3.0,228.0,600000.0,"دور للبيع في بدر, جنوب الرياض",بدر، جنوب الرياض، الرياض,حي بدر,الرياض
I855404107,ارض سكنية,0.0,0.0,368.0,850000.0,للبيع ارض في  مخطط الخير، شمال الرياض,الرياض,حي الرياض,الرياض
G825786929,ارض,0.0,0.0,777.0,2000000.0,أرض للبيع في الخير,الرياض,حي الرياض,الرياض
H552023687,فیلا,10.0,11.0,525.0,11000000.0,فيلا للبيع,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
C152412534,شقة,3.0,3.0,389.0,840000.0,شقة ملحق للبيع في لزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
C324114034,دور,3.0,3.0,503.0,1680000.0,"دور للبيع في المونسية, شرق الرياض",المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
Z221743073,دور,4.0,4.0,297.0,590000.0,دور للبيع في العزيزية، جنوب الرياض,العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
R691087251,ارض سكنية,0.0,0.0,446.0,4200000.0,فيلا قديمة للبيع في الورود، شمال الرياض,الورود، شمال الرياض، الرياض,حي الورود,الرياض
J819851701,فیلا,5.0,4.0,352.0,2600000.0,فيلا للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
R566021510,ارض سكنية,0.0,0.0,300.0,660000.0,أرض للبيع في الوسام، الرياض,الوسام، الرياض,حي الوسام,الرياض
N556870385,ارض سكنية,0.0,0.0,375.0,2400.0,ارض للبيع سكنية في حي الجنادرية، الرياض,الجنادرية، شرق الرياض، الرياض,حي الجنادرية,الرياض
F705072303,فیلا,7.0,6.0,560.0,7000000.0,فيلا للبيع في الملقا، شمال الرياض,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
A197120762,فیلا,3.0,4.0,900.0,1300000.0,"فيلا للبيع في ظهرة لبن, غرب الرياض",ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
Y288795228,ارض سكنية,0.0,0.0,300.0,600000.0,أرض سكنية للبيع في الوسام، الرياض,الوسام، الرياض,حي الوسام,الرياض
A922756313,ارض سكنية,0.0,0.0,300.0,660000.0,أرض سكنية للبيع في الرحاب، شرق الرياض,السحاب، الرياض,حي السحاب,الرياض
L262783085,دور,2.0,3.0,296.0,1550000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
A494818846,فیلا,6.0,5.0,375.0,1300000.0,"فيلا للبيع في بدر, جنوب الرياض",بدر، جنوب الرياض، الرياض,حي بدر,الرياض
Y058444275,دور,3.0,4.0,200.0,1850000.0,"دور للبيع في قرطبة, شرق الرياض",قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
H176548971,فیلا,6.0,5.0,825.0,8000000.0,فيلا للبيع في المغرزات، شمال الرياض,المغرزات، شمال الرياض، الرياض,حي المغرزات,الرياض
K277557451,عمارة سكنية,0.0,0.0,172.0,800000.0,عمارة سكنية للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
U614718775,شقة,3.0,3.0,117.0,890000.0,شقة سكنية مودرن مشروع هاجر 38 - باليرموك، الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
X639217259,فیلا,3.0,5.0,312.0,1600000.0,فيلا للبيع في الحزم، غرب الرياض,الحزم، غرب الرياض، الرياض,حي الحزم,الرياض
P836496192,دور,4.0,3.0,199.0,950000.0,"دور للبيع في القادسية, شرق الرياض",القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
P232359013,دور,3.0,3.0,151.0,700000.0,ادوار للبيع كل دور بصك حي بدر,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
P709111323,شقة,3.0,3.0,119.0,1519000.0,شقة للبيع في المروج، شمال الرياض,المروج، شمال الرياض، الرياض,حي المروج,الرياض
R037099057,شقة,3.0,3.0,131.0,430000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
I030523459,دور,4.0,3.0,305.0,1400000.0,"دور للبيع في القادسية, شرق الرياض",القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
D002368604,دور,3.0,4.0,300.0,750000.0,دور علوي للبيع في الجنادرية، شرق الرياض,الجنادرية، شرق الرياض، الرياض,حي الجنادرية,الرياض
H815954149,فیلا,4.0,4.0,216.0,2700000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
O972455113,دور,4.0,4.0,292.0,1150000.0,"دور للبيع في القادسية, شرق الرياض",القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
R897754629,دور,4.0,4.0,285.0,1150000.0,دور اول تاون هاوس,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
Q292210373,دور,3.0,3.0,126.0,1899000.0,للبيع دور في الازدهار، شرق الرياض,الازدهار، شرق الرياض، الرياض,حي الازدهار,الرياض
O643326830,فیلا,8.0,6.0,450.0,5200000.0,فيلا للبيع في النزهة، شمال الرياض,النزهة، شمال الرياض، الرياض,حي النزهة,الرياض
M015306692,فیلا,5.0,5.0,324.0,4000000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
A738981273,شقة,3.0,3.0,180.0,900000.0,شقة للبيع في حي السعادة، شرق الرياض,السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
R470231911,فیلا,5.0,5.0,312.0,1800000.0,فيلا للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
P020159083,شقة,3.0,3.0,123.0,1300000.0,شقة للبيع في حي الياسمين، شمال الرياض,الياسمين، شمال الرياض، الرياض,حي الياسمين,الرياض
Z747360937,شقة,4.0,3.0,132.0,510000.0,شقة للبيع في  طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
F554077369,شقة,4.0,3.0,133.0,520000.0,شقة للبيع في  طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
N554077369,شقة,4.0,3.0,133.0,520000.0,شقة للبيع في  طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
K747360937,شقة,4.0,3.0,132.0,510000.0,شقة للبيع في  طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
M747360937,شقة,4.0,3.0,132.0,510000.0,شقة للبيع في  طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
T747360937,شقة,4.0,3.0,132.0,510000.0,شقة للبيع في  طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
Q498738208,شقة,2.0,2.0,141.0,2700000.0,شقة للبيع في حي العليا، الرياض,العليا، شمال الرياض، الرياض,حي العليا,الرياض
G524051367,فیلا,6.0,4.0,450.0,2200000.0,للبيع فيلا في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
I442300755,فیلا,7.0,5.0,700.0,7200000.0,فيلا للبيع في الروضة، شرق الرياض,الروضة، شرق الرياض، الرياض,حي الروضة,الرياض
E837818798,فیلا,7.0,5.0,1050.0,16000000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
I120359977,فیلا,8.0,5.0,625.0,3500000.0,فيلا للبيع في الفيحاء، شرق الرياض,الفيحاء، شرق الرياض، الرياض,حي الفيحاء,الرياض
L352608984,شقة,3.0,3.0,134.0,1400000.0,شقة للبيع في الملقا، شمال الرياض,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
G439994539,شقة,5.0,4.0,209.0,730000.0,شقة للبيع في عكاظ، جنوب الرياض,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
P531717231,دور,6.0,4.0,216.0,1050000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
Z682785009,دور,7.0,4.0,205.0,590000.0,دور للبيع في العزيزية، جنوب الرياض,العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
J922009030,دور,4.0,3.0,163.0,700000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
T870931699,دور,3.0,3.0,153.0,1100000.0,دور للبيع في اليرموك، شرق الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
W537292948,دور,2.0,3.0,505.0,1200000.0,دور للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
Q174447223,دور,4.0,4.0,505.0,1650000.0,دور أرضي للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
Q943434509,دور,3.0,3.0,296.0,1550000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
A369090922,دور,3.0,3.0,241.0,1500000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
L943434509,دور,3.0,3.0,296.0,1550000.0,دور للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
O622722359,شقة,3.0,2.0,97.0,1100000.0,شقة للبيع في المصيف، شمال الرياض,المصيف، شمال الرياض، الرياض,حي المصيف,الرياض
A012460532,شقة,3.0,3.0,250.0,1059000.0,شقة للبيع في الملك فيصل، شرق الرياض,الملك فيصل، شرق الرياض، الرياض,حي الملك فيصل,الرياض
V264341071,دور,4.0,4.0,500.0,860000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
N645598847,شقة,2.0,2.0,106.0,400000.0,شقة للبيع في العزيزية، جنوب الرياض,العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
A901754391,فیلا,4.0,5.0,267.0,2000000.0,فيلا للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
T013029495,فیلا,7.0,5.0,413.0,600000.0,فيلا للبيع في الحائر، الرياض,الحائر، الرياض,حي الحائر,الرياض
E070859290,فیلا,7.0,5.0,200.0,5500000.0,فيلا للبيع في عرقة، غرب الرياض,عرقة، غرب الرياض، الرياض,حي عرقة,الرياض
Z967533302,شقة,3.0,2.0,219.0,350000.0,شقة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
E528246184,فیلا,5.0,5.0,810.0,3000000.0,فيلا للبيع في النهضة، شرق الرياض,النهضة، شرق الرياض، الرياض,حي النهضة,الرياض
R715150012,فیلا,7.0,5.0,400.0,4000000.0,للبيع فيلا في الياسمين، شمال الرياض,الياسمين، شمال الرياض، الرياض,حي الياسمين,الرياض
I680741774,فیلا,7.0,5.0,600.0,6000000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
Y429771485,شقة,3.0,3.0,150.0,650000.0,شقة للبيع في العوالي، غرب الرياض,العوالي، غرب الرياض، الرياض,حي العوالي,الرياض
J829436455,دور,3.0,3.0,500.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
G240563651,فیلا,8.0,6.0,250.0,1300000.0,"فيلا للبيع في طويق, غرب الرياض",طويق، غرب الرياض، الرياض,حي طويق,الرياض
O028989648,فیلا,9.0,7.0,400.0,3500000.0,فيلا للبيع في العقيق، شمال الرياض,العقيق، شمال الرياض، الرياض,حي العقيق,الرياض
M644179163,دور,3.0,3.0,176.0,740000.0,دور للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
H727134897,شقة,5.0,3.0,177.0,570000.0,شقق للبيع في عكاظ، الرياض,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
P638116100,فیلا,5.0,5.0,500.0,1300000.0,"فيلا للبيع حي السويدي, غرب الرياض",السويدي، غرب الرياض، الرياض,حي السويدي,الرياض
Q212147036,دور,4.0,3.0,335.0,840000.0,دور للبيع في ضاحية نمار، غرب الرياض,ضاحية نمار، غرب الرياض، الرياض,حي ضاحية نمار,الرياض
A832053400,دور,4.0,4.0,177.0,700000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
M862134574,فیلا,7.0,6.0,302.0,1100000.0,فيلا دوبلكس للبيع في طيبة، جنوب الرياض,طيبة، جنوب الرياض، الرياض,حي طيبة,الرياض
L397847118,دور,3.0,3.0,500.0,950000.0,"أدوار للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
M214804668,فیلا,7.0,5.0,200.0,1100000.0,فيلا للبيع في العزيزية، جنوب الرياض,العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
M782203632,فیلا,7.0,6.0,250.0,1799999.0,فيلا للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
X572884702,فیلا,4.0,6.0,212.0,720000.0,فيلا للبيع في الغنامية، جنوب الرياض,الغنامية، جنوب الرياض، الرياض,حي الغنامية,الرياض
G434093900,شقة,4.0,3.0,168.0,530000.0,شقة للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
U696667919,فیلا,7.0,5.0,200.0,1150000.0,فيلا للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
R346715321,شقة,3.0,3.0,135.0,1140000.0,شقتين للبيع في العارض، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
X865616259,فیلا,7.0,4.0,200.0,4000000.0,فيلا للبيع في مطار الملك خالد الدولي، شمال الرياض,مطار الملك خالد الدولي، شمال الرياض، الرياض,حي مطار الملك خالد الدولي,الرياض
Q551195749,دور,3.0,4.0,181.0,800000.0,دور للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
G506675748,فیلا,11.0,7.0,250.0,1100000.0,فيلا دوبلكس للبيع في العزيزية، جنوب الرياض,العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
J233118921,شقة,5.0,4.0,209.0,730000.0,شقة للبيع في  عكاظ، جنوب الرياض,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
U527658875,دور,6.0,4.0,227.0,780000.0,دور للبيع في العزيزيه، جنوب الرياض,العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
P557985808,دور,4.0,4.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
T937776138,دور,5.0,4.0,143.0,900000.0,دور - الرياض - حي الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
L630707937,شقة,3.0,3.0,182.0,790000.0,للبيع شقة في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
P689568196,شقة,5.0,3.0,138.0,760000.0,شقة للبيع في  اليرموك ،شرق الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
C879445825,فیلا,7.0,5.0,250.0,1800000.0,فيلا للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
Q944071908,فیلا,4.0,5.0,475.0,4700000.0,فيلا للبيع في الياسمين، شمال الرياض,الياسمين، شمال الرياض، الرياض,حي الياسمين,الرياض
V578995413,شقة,4.0,4.0,124.0,580000.0,"شقة للبيع في السويدي, غرب الرياض",السويدي، غرب الرياض، الرياض,حي السويدي,الرياض
D239878944,شقة,3.0,3.0,119.0,920000.0,شقة 3 غرف -بالدور الأرضي-  للبيع اليرموك، الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
Q810378960,دور,3.0,3.0,242.0,1500000.0,تاون هاوس علوي فاخر للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
E382528629,شقة,3.0,3.0,124.0,580000.0,شقق فاخرة للبيع في السويدي، غرب الرياض,السويدي، غرب الرياض، الرياض,حي السويدي,الرياض
L142025309,دور,5.0,3.0,375.0,970000.0,دور - الرياض - حي المعيزلة,المعيزلة، شرق الرياض، الرياض,حي المعيزلة,الرياض
U750563705,شقة,3.0,3.0,131.0,430000.0,شقق فاخرة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
V184680884,دور,5.0,3.0,375.0,1160000.0,دور - الرياض - حي المعيزيلة,المعيزلة، شرق الرياض، الرياض,حي المعيزلة,الرياض
P184680884,دور,5.0,3.0,375.0,1160000.0,دور - الرياض - حي المعيزيلة,المعيزلة، شرق الرياض، الرياض,حي المعيزلة,الرياض
L184680884,دور,5.0,3.0,375.0,1160000.0,دور - الرياض - حي المعيزيلة,المعيزلة، شرق الرياض، الرياض,حي المعيزلة,الرياض
L193028192,دور,5.0,3.0,168.0,990000.0,دور - الرياض - حي الرمال,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
I646838519,فیلا,18.0,14.0,443.0,1950000.0,فيلا - الرياض - حي الجنادرية,الجنادرية، شرق الرياض، الرياض,حي الجنادرية,الرياض
I660559469,فیلا,5.0,5.0,312.0,3100000.0,فيلا للبيع في العارض، الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
F400652632,دور,4.0,3.0,205.0,750000.0,دور أول للبيع في الجنادرية، شرق الرياض,الجنادرية، شرق الرياض، الرياض,حي الجنادرية,الرياض
U960229704,دور,3.0,3.0,625.0,2400000.0,دور للبيع في الياسمين، شمال الرياض,الياسمين، شمال الرياض، الرياض,حي الياسمين,الرياض
E951828197,دور,3.0,3.0,174.0,1800000.0,دور للبيع في العليا، شمال الرياض,العليا، شمال الرياض، الرياض,حي العليا,الرياض
F815764436,شقة,3.0,3.0,122.0,753000.0,شقة للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
L969603036,شقة,3.0,3.0,131.0,1017000.0,شقة للبيع في الشهداء، شرق الرياض,الشهداء، شرق الرياض، الرياض,حي الشهداء,الرياض
H873706738,دور,3.0,4.0,625.0,2139000.0,دور للبيع في الياسمين، شمال الرياض,الياسمين، شمال الرياض، الرياض,حي الياسمين,الرياض
D458713446,فیلا,5.0,5.0,416.0,5950000.0,"فيلا للبيع في الملقا, شمال الرياض",الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
A058100334,شقة,3.0,2.0,115.0,505000.0,شقة للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
Z293525426,شقة,3.0,2.0,1764.0,849000.0,"شقة للبيع في العارض, شمال الرياض",العارض، شمال الرياض، الرياض,حي العارض,الرياض
U160357250,شقة,3.0,2.0,115.0,495000.0,شقة للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
Q126847710,شقة,2.0,2.0,75.0,349000.0,شقة للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
K034635933,فیلا,3.0,4.0,1600.0,1690000.0,فيلا للبيع في العارض، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
Z759329569,شقة,4.0,4.0,199.0,1199000.0,شقة للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
T440683017,شقة,3.0,3.0,131.0,1017000.0,شقة للبيع في الشهداء، شرق الرياض,الشهداء، شرق الرياض، الرياض,حي الشهداء,الرياض
T760159708,فیلا,4.0,3.0,179.0,1460625.0,"فيلا للبيع في النرجس, شمال الرياض",النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
B630707937,شقة,3.0,3.0,182.0,790000.0,للبيع شقة في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
O500164168,فیلا,5.0,5.0,260.0,3464500.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
Q350504757,فیلا,5.0,5.0,270.0,2800000.0,فيلا للبيع في النرجس، الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
B291009880,فیلا,11.0,6.0,306.0,3000000.0,فيلا في حي الندى للبيع، الرياض,الندى، شمال الرياض، الرياض,حي الندى,الرياض
P227283547,شقة,3.0,3.0,128.0,550000.0,شقة للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
N625059224,فیلا,8.0,6.0,285.0,1800000.0,فيلا - الرياض - حي القادسية,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
V077214143,فیلا,5.0,5.0,550.0,4500000.0,"فيلا للبيع في حي الياسمين , شمال الرياض",الياسمين، شمال الرياض، الرياض,حي الياسمين,الرياض
H169903054,فیلا,5.0,5.0,240.0,2800000.0,فيلا للبيع في العارض، الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
Y392963755,فیلا,5.0,5.0,525.0,7850000.0,فيلا للبيع في القيروان، الرياض,القيروان، شمال الرياض، الرياض,حي القيروان,الرياض
N068128150,فیلا,5.0,4.0,358.0,4750000.0,فيلا 5 غرف نوم للبيع في القريوان، الرياض,القيروان، شمال الرياض، الرياض,حي القيروان,الرياض
B214804668,فیلا,7.0,5.0,200.0,1100000.0,فيلا للبيع في العزيزية، جنوب الرياض,العزيزية، جنوب الرياض، الرياض,حي العزيزية,الرياض
G717011063,فیلا,3.0,3.0,3283.0,3750000.0,فيلا للبيع في الإزدهار، شرق الرياض,الازدهار، شرق الرياض، الرياض,حي الازدهار,الرياض
U316526741,دور,3.0,3.0,143.0,1499000.0,دور للبيع في حي الازدهار، شرق الرياض,الازدهار، شرق الرياض، الرياض,حي الازدهار,الرياض
O642055663,دور,4.0,3.0,115.0,1799000.0,"دور للبيع في الازدهار, شرق الرياض",الازدهار، شرق الرياض، الرياض,حي الازدهار,الرياض
S168335658,دور,4.0,3.0,184.0,1400.0,"دور للبيع في الدار البيضاء, جنوب الرياض",الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
N865815090,فیلا,5.0,5.0,312.0,3800000.0,فيلا للبيع في القيروان، الرياض,القيروان، شمال الرياض، الرياض,حي القيروان,الرياض
O785606442,شقة,3.0,3.0,186.0,1000000.0,شقة للبيع في الجنادرية، الرياض,الجنادرية، شرق الرياض، الرياض,حي الجنادرية,الرياض
P923172885,شقة,3.0,4.0,244.0,1050000.0,شقة للبيع في الجنادرية، الرياض,الجنادرية، شرق الرياض، الرياض,حي الجنادرية,الرياض
G454399021,فیلا,4.0,4.0,900.0,4400000.0,فيلا  للبيع في النرجس، الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
U172487156,شقة,4.0,3.0,91.0,900000.0,شقة للبيع في شارع الكوثر ، حي العارض ، الرياض ، منطقة الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
J206073284,شقة,5.0,4.0,128.0,850000.0,شقة للبيع في شارع عبدالرحمن بن محمد بن مسلمه الانصاري ، حي العارض ، الرياض ، منطقة الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
Y036483293,ارض سكنية,0.0,0.0,300.0,740000.0,"أرض للبيع في مخطط الخير, شمال الرياض",مخطط الخير، شمال الرياض، الرياض,حي مخطط الخير,الرياض
M540730619,ارض سكنية,0.0,0.0,352.0,1000000.0,للبيع ارض في مخطط الخير، شمال الرياض,مخطط الخير، شمال الرياض، الرياض,حي مخطط الخير,الرياض
K862932057,ارض سكنية,0.0,0.0,325.0,850000.0,ارض للبيع في مخطط الخير، شمال الرياض,مخطط الخير، شمال الرياض، الرياض,حي مخطط الخير,الرياض
E771658095,ارض سكنية,0.0,0.0,367.0,850000.0,أرض للبيع في الرياض,الرياض,حي الرياض,الرياض
E704392909,ارض سكنية,0.0,0.0,375.0,850000.0,أرض للبيع في الرياض,الرياض,حي الرياض,الرياض
H341134427,ارض سكنية,0.0,0.0,355.0,880000.0,"أرض للبيع في مخطط الخير, شمال الرياض",مخطط الخير، شمال الرياض، الرياض,حي مخطط الخير,الرياض
B101377285,ارض سكنية,0.0,0.0,300.0,780000.0,أرض سكنية للبيع في الرياض,الرياض,حي الرياض,الرياض
K874155203,فیلا,5.0,7.0,900.0,4400000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
H413613720,دور,3.0,3.0,177.0,950000.0,"دور للبيع في الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
