Property_ID,Property Type,Bedrooms,Bathrooms,Area,Price,Description,Location,District,City
D215878541,دور,4.0,3.0,171.0,680000.0,دور للبيع في الحزم، غرب الرياض,الحزم، غرب الرياض، الرياض,حي الحزم,الرياض
S663365085,فیلا,7.0,6.0,1680.0,27000000.0,قصر للبيع في المغرزات، شمال الرياض المساحة 2160 متر مربع,المغرزات، شمال الرياض، الرياض,حي المغرزات,الرياض
A664367006,شقة,3.0,3.0,163.0,540000.0,"شقة للبيع في عكاظ, جنوب الرياض",عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
Q411091119,شقة,4.0,4.0,176.0,1350000.0,شقة للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
B771497518,شقة,3.0,3.0,127.0,1149000.0,"شقة للبيع في العارض, شمال الرياض",العارض، شمال الرياض، الرياض,حي العارض,الرياض
V557245248,دور,5.0,3.0,160.0,490000.0,للبيع أدوار في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
B456593550,دور,5.0,3.0,201.0,630000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
W916822852,فیلا,8.0,4.0,636.0,700000.0,فيلا للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
O868944545,فیلا,3.0,5.0,217.0,2100000.0,🏡✨ دور للبيع في شارع عبدالله بن عتيك    في حي النفل - مفهوم جديد للتملك,النفل، شمال الرياض، الرياض,حي النفل,الرياض
L010741269,شقة,3.0,3.0,140.0,650000.0,شقق للبيع في السويدي، غرب الرياض,السويدي، غرب الرياض، الرياض,حي السويدي,الرياض
T764102320,فیلا,1.0,3.0,420.0,2000000.0,فيلا للبيع في مخطط الخير، شمال الرياض,مخطط الخير، شمال الرياض، الرياض,حي مخطط الخير,الرياض
L611019102,شقة,3.0,3.0,135.0,1009000.0,شقة للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
L798902323,دور,3.0,4.0,195.0,1850000.0,دور للبيع في قرطبة، شرق الرياض,قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
O280010367,شقة,4.0,3.0,900.0,520000.0,شقة للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
Y588343737,شقة,3.0,4.0,900.0,520000.0,شقة للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
F654941294,شقة,3.0,2.0,132.0,1500000.0,"شقة للبيع في العارض, شمال الرياض",العارض، شمال الرياض، الرياض,حي العارض,الرياض
Q371587538,فیلا,10.0,6.0,455.0,2200000.0,فيلا للبيع في  الخليج، شرق الرياض,الخليج، شرق الرياض، الرياض,حي الخليج,الرياض
H900111264,شقة,3.0,3.0,3001.0,770000.0,شقة للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
C914349973,دور,4.0,5.0,621.0,1750000.0,أدوار للبيع في المونسية، شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
Z315311204,فیلا,7.0,7.0,600.0,5000000.0,للبيع فيلا فاخرة في اليرموك، شرق الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
N630683474,دور,4.0,3.0,163.0,650000.0,دور للايجار في نمار، غرب الرياض,نمار، غرب الرياض، الرياض,حي نمار,الرياض
I745427816,دور,3.0,3.0,249.0,750000.0,"دور للبيع في طويق, غرب الرياض",طويق، غرب الرياض، الرياض,حي طويق,الرياض
I358001263,فیلا,3.0,2.0,173.0,1030000.0,دور ارضي بصك مستقل حي الرمال - الماجدية,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
R629003588,شقة,3.0,3.0,184.0,650000.0,شقة للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
I176248817,فیلا,6.0,4.0,307.0,2100000.0,للبيع فيلا درج داخلي وشقة في حي الرمال تنال شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
X020994728,دور,4.0,3.0,161.0,610000.0,دور للايجار في  عكاظ، جنوب الرياض,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
S044936733,دور,3.0,3.0,163.0,695000.0,دور للبيع في نمار، غرب الرياض,نمار، غرب الرياض، الرياض,حي نمار,الرياض
J669701526,دور,4.0,3.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
B657459984,دور,6.0,3.0,193.0,640000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
J758574838,شقة,3.0,3.0,126.0,920000.0,شقة 3 غرف بموقع مميز للبيع في اليرموك، الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
B012472855,فیلا,5.0,5.0,260.0,3464500.0,"فيلا للبيع في النرجس, شمال الرياض",النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
P586170162,دور,4.0,5.0,500.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
V899256299,دور,3.0,3.0,500.0,860000.0,دور للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
S557985808,دور,4.0,4.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
C895960467,شقة,4.0,3.0,149.0,430000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
T689471085,شقة,3.0,3.0,131.0,430000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
F957890749,شقة,3.0,4.0,124.0,580000.0,شقق فاخرة للبيع في السويدي، غرب الرياض,السويدي، غرب الرياض، الرياض,حي السويدي,الرياض
O077961289,دور,3.0,3.0,193.0,980000.0,دور أول للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
C587521909,فیلا,6.0,6.0,351.0,4600000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
Q797471380,دور,3.0,3.0,143.0,610000.0,دور للبيع في عكاظ، جنوب الرياض,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
O693692376,فیلا,5.0,7.0,241.0,3600000.0,فيلا جديدة للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
M940711499,دور,5.0,3.0,123.0,925000.0,أدوار أرضية للبيع في السعادة، شرق الرياض,السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
Y272555791,فیلا,5.0,6.0,274.0,1500000.0,فيلا للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
H274669939,فیلا,7.0,5.0,330.0,2300000.0,فيلا للبيع في المعيزيلة، شرق الرياض,المعيزلة، شرق الرياض، الرياض,حي المعيزلة,الرياض
U055859805,شقة,3.0,3.0,160.0,1280000.0,شقة للبيع في القرطبة، شرق الرياض,قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
G531950070,شقة,3.0,2.0,341.0,600000.0,"شقة للبيع في القادسية, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
W769989295,شقة,3.0,3.0,139.0,1109000.0,"شقه فاخرة للبيع في النرجس, شمال الرياض",النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
V182548114,دور,3.0,3.0,145.0,550000.0,"دور للبيع في الدار البيضاء, جنوب الرياض",الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
C351071519,دور,5.0,5.0,236.0,1000000.0,شقة للبيع في السعادة، شرق الرياض,السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
N972574096,فیلا,5.0,5.0,1066.0,4000000.0,"فيلا للبيع في طويق, غرب الرياض",طويق، غرب الرياض، الرياض,حي طويق,الرياض
J613405667,فیلا,5.0,4.0,560.0,1600000.0,فيلا للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
Y164815080,شقة,3.0,2.0,134.0,1200000.0,شقة للبيع في  الشهداء، شرق الرياض,الشهداء، شرق الرياض، الرياض,حي الشهداء,الرياض
Q932514259,فیلا,4.0,4.0,270.0,3350000.0,فيلا 4 غرف نوم للبيع في شارع أربل، الرياض,الصحافة، شمال الرياض، الرياض,حي الصحافة,الرياض
P519507295,فیلا,4.0,6.0,206.0,3100000.0,فلل للبيع حي العارض، الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
C271925619,فیلا,5.0,3.0,176.0,630000.0,دور علوي للبيع في طيبة، جنوب الرياض,طيبة، جنوب الرياض، الرياض,حي طيبة,الرياض
J285446796,شقة,3.0,3.0,180.0,630000.0,شقة للبيع في السويدي، غرب الرياض,السويدي، غرب الرياض، الرياض,حي السويدي,الرياض
N124389146,دور,4.0,5.0,193.0,800000.0,"دور للبيع في طويق, غرب الرياض",طويق، غرب الرياض، الرياض,حي طويق,الرياض
J899256299,دور,3.0,3.0,500.0,860000.0,دور للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
W924307046,شقة,3.0,3.0,173.0,450000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
Z435811083,شقة,5.0,3.0,130.0,720000.0,للبيع شقة في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
E488111650,دور,3.0,4.0,250.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
F557985808,دور,4.0,4.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
E600046048,فیلا,4.0,4.0,164.0,570000.0,فيلا دبلوكس - الرياض - عكاظ ( بدر ),بدر، جنوب الرياض، الرياض,حي بدر,الرياض
P262408543,دور,5.0,4.0,180.0,1300000.0,"دور للبيع في السعادة, شرق الرياض",السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
F605262015,فیلا,4.0,7.0,450.0,6000000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
T294444782,فیلا,10.0,10.0,350.0,6500000.0,فيلا للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
D725008669,فیلا,7.0,5.0,625.0,2200000.0,فيلا للبيع في  العريجاء الوسطى، غرب الرياض,العريجاء الوسطى، غرب الرياض، الرياض,حي العريجاء الوسطى,الرياض
J789678175,فیلا,10.0,10.0,385.0,3300000.0,"فيلا للبيع في قرطبة, شرق الرياض",قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
B177844719,دور,5.0,6.0,500.0,860000.0,ادوار للبيع في  النعيم، شمال جدة,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
E333956278,شقة,4.0,5.0,900.0,930000.0,شقة للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
I424882782,دور,5.0,5.0,600.0,950000.0,دور للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
Q046601429,دور,2.0,3.0,500.0,860000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
Y895552792,دور,3.0,4.0,360.0,900000.0,دور للبيع في  قرطبة، شرق الرياض,قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
S464052926,فیلا,3.0,4.0,371.0,3700000.0,"فيلا للبيع في الياسمين, شمال الرياض",الياسمين، شمال الرياض، الرياض,حي الياسمين,الرياض
F839497510,شقة,3.0,4.0,139.0,1019000.0,"شقة فاخرة للبيع في النرجس, شمال الرياض",النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
M306634679,شقة,3.0,4.0,101.0,1090000.0,"شقة للبيع في الروضة, شرق الرياض",الروضة، شرق الرياض، الرياض,حي الروضة,الرياض
A469999189,دور,3.0,4.0,145.0,730000.0,شقة للبيع في الحزم، غرب الرياض,الحزم، غرب الرياض، الرياض,حي الحزم,الرياض
V473176340,شقة,3.0,3.0,131.0,400000.0,شقة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
S554727661,دور,4.0,4.0,214.0,760000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
B404740649,ارض سكنية,0.0,0.0,440.0,2550.0,"للبيع فيلا وارض ـ الفيلا 440م و ارض مظاهر لها 360م في النسيم الشرقي, شرق الرياض",النسيم الشرقي، شرق الرياض، الرياض,حي النسيم الشرقي,الرياض
M576059665,شقة,4.0,4.0,149.0,1295000.0,شقة للبيع بالمونسية، شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
F236719868,شقة,3.0,3.0,163.0,540000.0,"شقة للبيع في عكاظ, جنوب الرياض",عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
T567044536,دور,3.0,3.0,500.0,800000.0,دور للبيع في  شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
R690169535,شقة,3.0,3.0,131.0,420000.0,شقة مستخدمة للبيع في الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
S642738876,شقة,3.0,3.0,131.0,420000.0,شقة للبيع في الدار البيضاء، جنوب بالرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
N644746608,دور,6.0,3.0,224.0,1250000.0,"دور للبيع في الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
L567700060,فیلا,10.0,10.0,1225.0,15500000.0,فيلا للبيع في حطين، شمال الرياض,حطين، شمال الرياض، الرياض,حي حطين,الرياض
T588343737,شقة,3.0,4.0,900.0,520000.0,شقة للبيع في  بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
K952751472,دور,3.0,3.0,500.0,800000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
K148954850,دور,3.0,3.0,194.0,800000.0,دور للبيع في  طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
C281283121,فیلا,5.0,4.0,400.0,3000000.0,فيلا للبيع في  المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
N189158718,عمارة سكنية,0.0,0.0,1281.0,5000000.0,عمارة للبيع في غبيرة، وسط الرياض,غبيرة، وسط الرياض، الرياض,حي غبيرة,الرياض
L958226528,دور,4.0,3.0,500.0,860000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
X958226528,دور,4.0,3.0,500.0,860000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
I768066941,دور,5.0,4.0,325.0,620000.0,دور للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
W485373316,فیلا,4.0,6.0,600.0,6000000.0,فيلا للبيع في قرطبة، شرق الرياض,قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
S354019769,فیلا,3.0,3.0,239.0,1300000.0,فيلا للبيع في الرمال، شرق الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
C170865092,شقة,4.0,3.0,181.0,1800000.0,شقة للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
C457999136,شقة,3.0,3.0,157.0,1199000.0,شقة للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
Z663498097,فیلا,5.0,5.0,370.0,2200000.0,فيلا للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
E695708452,دور,5.0,4.0,171.0,750000.0,شقة للبيع في نمار، غرب الرياض,نمار، غرب الرياض، الرياض,حي نمار,الرياض
C642024082,شقة,3.0,3.0,130.0,1030000.0,شقة للبيع في  قرطبة، شرق الرياض,قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
G595791167,دور,3.0,3.0,500.0,860000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
S076431395,فیلا,6.0,6.0,300.0,3700000.0,"فيلا للبيع في قرطبة, شرق الرياض",قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
Y884894679,شقة,3.0,3.0,149.0,640000.0,شقة للبيع في حي طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
J182745789,ارض سكنية,0.0,0.0,216.0,200000.0,أرض سكنية للبيع في عريض، الرياض,عريض، جنوب الرياض، الرياض,حي عريض,الرياض
D891635711,دور,5.0,4.0,800.0,980000.0,دور للبيع في العوالي، غرب الرياض,العوالي، غرب الرياض، الرياض,حي العوالي,الرياض
Z912619538,دور,5.0,4.0,177.0,1000000.0,دور أرضي للبيع في السعادة، شرق الرياض,السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
Z800742693,فیلا,9.0,6.0,334.0,1800000.0,فيلا درج صالة للبيع في  الفيحاء، شرق الرياض,الفيحاء، شرق الرياض، الرياض,حي الفيحاء,الرياض
G223629612,فیلا,6.0,5.0,400.0,1300000.0,فيلا للبيع في  العريجاء الوسطى، غرب الرياض,العريجاء الوسطى، غرب الرياض، الرياض,حي العريجاء الوسطى,الرياض
T280372438,فیلا,5.0,6.0,540.0,11000000.0,فيلا للبيع في النرجس، الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
X915816591,استراحة,2.0,1.0,543.0,4500000.0,استراحة للبيع النرجس، الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
C708014829,دور,4.0,3.0,500.0,860000.0,دور بصك موقع مميز جميع الخدمات متوفرة,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
I317869755,دور,3.0,3.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
J850156512,دور,3.0,3.0,500.0,860000.0,ادوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
V473330130,شقة,4.0,3.0,216.0,1500000.0,للبيع بنتهاوس في  حي المونسية شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
X008182627,دور,4.0,3.0,500.0,860000.0,ادوار للبيع,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
R800845206,دور,3.0,4.0,500.0,860000.0,ادوار للبيع في  شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
A447820498,دور,3.0,3.0,250.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
F392553841,عمارة سكنية,0.0,0.0,500.0,5000000.0,عمارة سكنية للبيع بحي جرير، وسط الرياض,جرير، وسط الرياض، الرياض,حي جرير,الرياض
F819342994,فیلا,7.0,4.0,319.0,1150000.0,"دورين منفصلين  للبيع في الرمال, شرق الرياض",الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
R061122259,فیلا,11.0,11.0,367.0,1000000.0,فيلا بـ 11 غرفة نوم للبيع في الدار البيضاء، الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
F811758788,فیلا,10.0,9.0,390.0,4500000.0,"فيلا للبيع في قرطبة, شرق الرياض",قرطبة، شرق الرياض، الرياض,حي قرطبة,الرياض
B778746259,شقة,3.0,3.0,135.0,700000.0,شقة للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
A336007772,عمارة سكنية,0.0,0.0,810.0,5500000.0,عمارة سكنية للبيع في غرناطة، شرق الرياض,غرناطة، شرق الرياض، الرياض,حي غرناطة,الرياض
Z360408682,عمارة سكنية,0.0,0.0,150.0,1500000.0,"عمارة سكنية للبيع في المعذر, غرب الرياض",المعذر، غرب الرياض، الرياض,حي المعذر,الرياض
V245920485,شقة,3.0,3.0,233.0,1079000.0,"شقة للبيع في الملك فيصل, شرق الرياض",الملك فيصل، شرق الرياض، الرياض,حي الملك فيصل,الرياض
G793652683,شقة,3.0,3.0,150.0,670000.0,شقة للبيع في العوالي، غرب الرياض,العوالي، غرب الرياض، الرياض,حي العوالي,الرياض
U146459347,فیلا,6.0,7.0,250.0,900000.0,فيلا دوبلكس مسكن أول بالرياض الشفا حى بدر,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
C345839661,شقة,5.0,3.0,136.0,615000.0,شقة للبيع في العريجاء الغربية، غرب الرياض,العريجاء الغربية، غرب الرياض، الرياض,حي العريجاء الغربية,الرياض
B967196406,دور,3.0,5.0,184.0,630000.0,دور للبيع في عكاظ، جنوب الرياض,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
M940509531,فیلا,4.0,3.0,260.0,880000.0,فيلا للبيع أحد، جنوب الرياض,احد، جنوب الرياض، الرياض,حي احد,الرياض
D336199093,دور,3.0,3.0,500.0,950000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
I565851689,دور,3.0,3.0,500.0,800000.0,"دور للبيع في شبرا, غرب الرياض",شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
S529428301,دور,3.0,5.0,203.0,1250000.0,دور أرضي للبيع في القادسية، شرق الرياض,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
N558809298,شقة,4.0,3.0,136.0,790000.0,للبيع شقة في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
S829562460,شقة,4.0,3.0,137.0,820000.0,"شقة للبيع في المهدية, غرب الرياض",المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
T829436455,دور,3.0,3.0,500.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
T403241518,دور,3.0,4.0,500.0,860000.0,أدوار للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
V201812960,شقة,3.0,3.0,101.0,720000.0,شقة للبيع في المعيزلة، شرق الرياض,المعيزلة، شرق الرياض، الرياض,حي المعيزلة,الرياض
C906105861,دور,3.0,3.0,500.0,850000.0,أدوار مفصولة للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
L989551140,شقة,3.0,3.0,152.0,1239000.0,شقة للبيع في  الروضة، شرق الرياض,الروضة، شرق الرياض، الرياض,حي الروضة,الرياض
D850549264,شقة,3.0,3.0,177.0,450000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
U614032379,شقة,3.0,3.0,184.0,650000.0,شقة دورين للبيع في طويق، غرب الرياض,طويق، غرب الرياض، الرياض,حي طويق,الرياض
X619502156,فیلا,4.0,3.0,455.0,2300000.0,🏠 للبيع فيلا درج داخلي وشقتين 🏠,الجنادرية، شرق الرياض، الرياض,حي الجنادرية,الرياض
Q245220774,دور,3.0,4.0,500.0,860000.0,دور للبيع في  شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
N992629350,فیلا,6.0,7.0,200.0,1700000.0,فيلا دبلوكس للبيع في حي الفاروق الرياض,الفاروق، وسط الرياض، الرياض,حي الفاروق,الرياض
Z431699929,شقة,3.0,3.0,151.0,1109000.0,شقة للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
V135067827,شقة,4.0,3.0,147.0,1300000.0,شقة للبيع في الملقا، شمال الرياض,الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
Q462262513,شقة,5.0,3.0,175.0,350000.0,شقة 5 غرف نوم للبيع في بدر، الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
R447820498,دور,3.0,3.0,250.0,860000.0,دور للبيع في شبرا، غرب الرياض,شبرا، غرب الرياض، الرياض,حي شبرا,الرياض
D976202645,فیلا,6.0,6.0,650.0,5000000.0,فيلا للبيع في الياسمين، شمال الرياض,الياسمين، شمال الرياض، الرياض,حي الياسمين,الرياض
X634863845,شقة,3.0,3.0,1800.0,830000.0,"شقة للبيع في المهدية, غرب الرياض",المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
L707010744,شقة,4.0,3.0,135.0,850000.0,شقة للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
P629646399,شقة,4.0,3.0,137.0,850000.0,شقة للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
L634863692,شقة,3.0,3.0,132.0,420000.0,شقة للبيع في  الدار البيضاء، جنوب الرياض,الدار البيضاء، جنوب الرياض، الرياض,حي الدار البيضاء,الرياض
J978605897,شقة,5.0,5.0,900.0,930000.0,"شقة للبيع في ظهرة لبن, غرب الرياض",ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
B287042589,شقة,4.0,3.0,137.0,850000.0,للبيع شقة في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
D575482757,دور,4.0,3.0,134.0,730000.0,دور للبيع في السعادة، شرق الرياض,السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
Z145162840,شقة,3.0,3.0,160.0,1090000.0,شقق للبيع في  المونسية، شرق الرياض,المونسية، شرق الرياض، الرياض,حي المونسية,الرياض
P282234862,دور,3.0,4.0,600.0,1600000.0,"دور للبيع في شارع عبدالوهاب عزام, حي الروابي, مدينة الرياض",الروابي، شرق الرياض، الرياض,حي الروابي,الرياض
X145977240,فیلا,5.0,6.0,250.0,2875000.0,فيلا للبيع في اليرموك، شرق الرياض,اليرموك، شرق الرياض، الرياض,حي اليرموك,الرياض
R305160803,فیلا,8.0,6.0,360.0,850000.0,دور علوي للبيع في الرمال، الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
W291590980,شقة,4.0,4.0,136.0,700000.0,شقة للبيع في ظهرة لبن، غرب الرياض,ظهرة لبن، غرب الرياض، الرياض,حي ظهرة لبن,الرياض
P913786983,شقة,3.0,2.0,157.0,530000.0,شقة - الرياض - طويق,طويق، غرب الرياض، الرياض,حي طويق,الرياض
D873031475,شقة,3.0,3.0,176.0,730000.0,شقة للبيع في  السعادة، شرق الرياض,السعادة، شرق الرياض، الرياض,حي السعادة,الرياض
F082121363,شقة,2.0,2.0,188.0,872485.0,شقة للبيع في الرمال، الرياض,الرمال، شرق الرياض، الرياض,حي الرمال,الرياض
G436507278,ارض,0.0,0.0,900.0,10000.0,أرض للبيع في المرسلات، شمال الرياض,المرسلات، شمال الرياض، الرياض,حي المرسلات,الرياض
R648752371,استراحة,2.0,2.0,840.0,750000.0,"استراحة للبيع في الزاهر, الرياض",الزاهر، الرياض,حي الزاهر,الرياض
Z566757439,شقة,3.0,3.0,135.0,1009000.0,"شقة للبيع في النرجس, شمال الرياض",النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
G850549264,شقة,3.0,3.0,177.0,450000.0,شقة للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
P437468023,شقة,4.0,3.0,234.0,820000.0,شقة للبيع في العوالي، غرب الرياض,العوالي، غرب الرياض، الرياض,حي العوالي,الرياض
